"Task/Initiative","Sponsor","Owner","Region","Category","Priority","Initiative Name","Description","Status","% Complete","Completed Actions","Next Action","Blockers","Start Date","Target Completion","Revised Completion","Actual Completion","Forecasted Cost","Realized Cost","Forecasted Revenue Impact","Realized Revenue To Date","Forecasted EBITDA Impact","Realized EBITDA To Date","Benefit Start Date","Project Link","Last Updated By","Approval status","ID","Created By","Modified By"
"Initiative","Joe Stodola","Chad Abrahamson","Olympic","BOD","3","Equipment OEM Contract Renewal","Agreements received from MM. Initial review done with follow up requests back to the team.  April 2026 is the next renewal.  I have a running list of requested redlines I will complete once the details requested are cofirmed.","Behind","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=48"">View Entries</a>","Obtain feedback from SLT on draft agreement","0","10/1/2025","3/31/2026","4/30/2026",,,,,,,,,,"Chad Abrahamson","0","48","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Paul Reidy","Elgin, IL","BOD","1","Baler Parts - Top 10","Sampling to 10 baler part quotes (samples going to direct to David Deason for testing).  - We will begin Baler part price books after we complete Service price books
 - We have about 250 baler parts to bring over to the IEG ecomm site.","Behind","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=49"">View Entries</a>","Samples were approved by ProQC and parts should be in Elgin in the next two weeks for evaluation.","0","6/1/2025","12/31/2025","7/1/2026",,,,"$100,000",,,,,,"Paul Reidy","0","49","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Paul Reidy","Elgin, IL","BOD","1","Ozone Project","Item delayed due to port strike in Norway, scheduled to ship this week (via air freight).  -Scheduling video shoot for install and sizzle reel","On Track","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=50"">View Entries</a>","We've only sold 5 units since January launch.  Finalizing a marketing sizzle video that we will use in next week's Pardot along with a promotional offer.","0","12/31/2025","3/3/2025",,"1/8/2026",,,"$200,000","$10,000",,,,,"Paul Reidy","0","50","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Paul Reidy","Elgin, IL","BOD","1","Thompson Fabrication","- Received first order on parts from phase 1, expectating phase 2 order shortly","Behind","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=51"">View Entries</a>","Phase 2 parts are now on order.  Phase 3 parts are in sampling stage.","0","12/31/2025","5/1/2025",,,,,,,,,,,"Paul Reidy","0","51","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Paul Reidy","Elgin, IL","BOD","1","Cylinder Expansion Program","14 new cylinder samples from Canara are arriving by next week.  - The team is setting up a testing area to work through these and provide approval
 - Targeting end of Q1 2026 for commercialization","Behind","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=53"">View Entries</a>","Product on order with ETA of late August.","0","12/31/2025","5/1/2025","7/1/2026",,,,"$1,700,000",,"$340,000",,,,"Paul Reidy","0","53","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Joe Stodola","IEG Service","BOD","1","Service Shop Consolidation Project","Close Service Shops and exit leases.","On Track","90%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=54"">View Entries</a>","Sublease Bryan, Sell Weatherford and reduce Lake Mills","Working with LL to exit/reduce lease costs","12/31/2025","3/27/2026",,,,,,,"$1,700,000",,,"https://teams.microsoft.com/l/entity/com.microsoft.teamspace.tab.planner/_djb2_msteams_prefix_559513605?context=%7B%22channelId%22%3A%2219%3AXCqeNFsEtZ-dOXdDq4VH_WPH6YgXmZfC3vQRvKutsa81%40thread.tacv2%22%7D&tenantId=8422931a-cc4c-4b93-bdef-f7cad25792c1","Joe Stodola","0","54","Chad Abrahamson","Joe Stodola"
"Initiative","Joe Stodola","Brian Charles","Pasadena, TX","BOD","1","Liquid Waste Texas Manufacturing Consolidation","This project consolidates operations from the Pearland facility into the Pasadena, Texas location to drive structural cost reductions and operational simplification. The primary objectives are to reduce fixed facility costs, streamline supply chain activities, and optimize personnel deployment. Key focus areas include eliminating redundant overhead, improving material flow and logistics efficiency, consolidating inventory and suppliers, and aligning staffing levels to the consolidated footprint.","On Track","90%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=55"">View Entries</a>","Confirm Pearland financial savings are valid ","0","1/1/2026","4/30/2026","7/1/2026","2/18/2026","$47,000",,,,"$380,000",,,,"Brian Charles","0","55","Chad Abrahamson","Brian Charles"
"Initiative","Brian Beth","Joe Stodola","Elgin, IL","BOD","1","IEG Wire Program - Establish Nationwide SC Network to fuel the growth of IEG Wire sales in NA","All suppliers are now approved but WMC, Angela is working supplier development. We adding Eastern Metals for HiTen Galvanized 11 & 12 GA. Semec still off line, Deacero not supplying enough wire. Liberty not price competitive. ","On Track","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=56"">View Entries</a>","Approve WMC for BA stand and boxed wire. Increase inventory of 11GA Boxed wire. 4 trucks delivering by the end of January. This will take all inventory to target. ","HiTen 11&12 GA Galvanized Wire","12/31/2025","7/1/2026","7/1/2026",,,,"$1,000,000",,"$200,000",,,,"Joe Stodola","0","56","Chad Abrahamson","Joe Stodola"
"Initiative","Chad Abrahamson","Curt Conley","All Facilities","BOD","1","China Tariff Recovery","PSC filing for all 2024 entries we found qualify for a refund based on final 232 steel breakdown","At Risk","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=59"">View Entries</a>","Toll to file all PSC's","0","10/1/2025","12/31/2026","1/30/2026",,,,,,,,,,"Curt Conley","3","59","Chad Abrahamson","Chad Abrahamson"
"Initiative","Chad Abrahamson","Curt Conley","All Facilities","BOD","1","Inventory Reduction Process","Path to reduce overall inventory by $3m in 2026","On Track","17%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=60"">View Entries</a>","Monthly review of progress by Class/Item","0","12/31/2025","12/31/2026",,,,,,,,"$2,000",,,"Curt Conley","1","60","Chad Abrahamson","Curtis Conley"
"Initiative","Brian Beth","Paul Reidy","Olympic","BOD","1","Wire Tier Parts & Service","Awaiting formal agreement with Cranston.  - Keeping John Bagley warm","On Track","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=62"">View Entries</a>","Initial batch of approximately 30 parts will launch in June. We are currently building out marketing materials and training technicians.  It appears we may have an Accent 470 machine in Lake Mills to help train additional techs. ","0","1/22/2026","7/22/2026",,,,,"$490,000",,"$196,000",,,,"Paul Reidy","0","62","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Ty Rhoad","Elgin, IL","BOD","1","Equipment GTM Strategy and Organizational Stucture ","Still searching for VP of Systems - 2 candidates fell through
Jim Walker future?  
Seth/Zack/Tom - set on structure
Enrique/Open - TBD
Moved Manny to start calling on Equipment opportunities ","Behind","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=65"">View Entries</a>",,"0","12/31/2025","3/31/2026",,,,,,,,,,,"Ty Rhoad","0","65","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Ty Rhoad","Elgin, IL","BOD","1","Olympic Sales Team Commission Plan Transition ","Seth/Zack will move to budget base wire/parts sales 
Tom F will stay the same
New Equipment sales needs to be determined ","Behind","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=66"">View Entries</a>",,"0","12/31/2025","1/31/2026",,,,,,,,,,,"Ty Rhoad","0","66","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Ty Rhoad","Jonesboro, AR","BOD","1","Wastequip Contract Renewal","Master Agreement-expires November 2027.
Lids SOW-expired (not pushing until we can supply consistently).
Steel Parts SOW-quarterly commitment expires July 2026.
Fenders SOW-expires November 2027
Casters SOW-draft completed but never signed. Working on this one after new costs determined. Toter caster demand has been higher then projected and they want a lower price to commit to future volume.","Behind","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=67"">View Entries</a>",,"0","12/31/2025","8/31/2025",,,,,,,,,,,"Ty Rhoad","0","67","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Organization introduction and evaluation for upgrading","Scope change WI leaders, improving Serv Coord talent, expanded proj mgmt team","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=68"">View Entries</a>","Field Leaders in place - Joe J / David D / Haley W","0","12/31/2025","10/31/2025",,,,,,,,,,,"Matt Throumoulos","0","68","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Determine if the driver safety program needs any improvements and who is monitoring driver behavior","Hardware ordered for WERS vehicles. Safety score planned launch December","Behind","85%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=69"">View Entries</a>","IEG / WERS / OWE trucks on line. New units ordered for Tarp Depot fleet. Safety score roll out in progress over the next two weeks
","0","12/31/2025","1/31/2026",,,,,,,,,,,"Matt Throumoulos","0","69","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","SM","1","Drive Refurb volume by engaging customers with cores on property via inventroy lists and storage charges","Friday weekly project calls; working with customers to move cores out. 11/24 TX mostly cleaned out, meeting with WM 11/25","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=70"">View Entries</a>","Site clean up in progress; no additional actions for field service team","0","12/31/2025","2/28/2026",,,,,,,,,,,"Matt Throumoulos","0","70","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","OWE service org integrated into FSM and IEG Service (9/1 target)","Adding OWE techs & performance to weekly svc review","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=71"">View Entries</a>","OWE now included in weekly service review","0","12/31/2025","9/1/2025",,,,,,,,,,,"Matt Throumoulos","0","71","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Determine top-5 KPI's to focus on and make sure data is accurate and provided in real-time","In progress; open orders / WO per tech &SC / Revenue per tech & SC / customer WO and Appts  / Tech util % / case time to resolve; implement in Tableau Dec/Jan","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=72"">View Entries</a>","Concord building / updating service report in Tableau. ETA Jan 9. ","0","12/31/2025","1/9/2026",,,,,,,,,,,"Matt Throumoulos","0","72","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Improve Field Tech utilization to 80%","Improving in areas with consistent volume, lagging in several markets (NC, TN) next steps to rationalize headcount in underperforming regions","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=73"">View Entries</a>","Monitor installer utilization and quoted vs actual times; continue developing service revenue model w/ parts . Monitor AZ / WA / TN / NC volume; adjust staffing as needed.","0","12/31/2025","12/31/2025",,,,,,,,,,,"Matt Throumoulos","0","73","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Simplify Shop Tech production reporting and standard costing to provide productivity measure (DLE%)","Simplified BOM process in place; new ops coordinator in LM. Developing daily/weekly planning and reporting process","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=74"">View Entries</a>","Complete; WI shop moving to Ops / B Charles","0","12/31/2025","12/31/2025",,,,,,,,,,,"Matt Throumoulos","0","74","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Paul Reidy","Elgin, IL","BOD","1","Rail Tarp Opportunity","Custom Roll Tarp for Rail Cars.  Customer prefers our design for durability and ongoing maintenance. ","Behind","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=80"">View Entries</a>","New roll pipe sample due into Elgin this week for evaluation and then we will send to WM.","0","8/1/2025","10/1/2025","7/1/2026",,,,"$700,000",,"$140,000",,,,"Paul Reidy","0","80","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Paul Reidy","Elgin, IL","BOD","1","Inbound Phone Experience (Parts/Service)","First training session on Nov 20.  - Targeting early December roll out","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=82"">View Entries</a>",,"0","12/31/2025","1/1/2026",,"1/22/2026",,,,,,,,,"Paul Reidy","0","82","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Paul Reidy","Elgin, IL","BOD","1","Price Books for Service Parts","Building price books for all FG, WOR and OWE parts.  CRA is loaded in.  General Service tier is awaiting temp availability.  - Creating physical book for technicians:  Kyle and Richie need to connect on formalized parts list.","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=83"">View Entries</a>",,"0","12/31/2025","10/1/2025",,"2/11/2026",,,,,,,,,"Paul Reidy","0","83","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Determine method to allow Field Techs to report into Shop and proper reporting of labor hours","Manual process / review Mondays and update hours. ","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=85"">View Entries</a>","Complete; look for ways to automate in 2026","0","12/31/2025","12/31/2025",,,,,,,,,,,"Matt Throumoulos","0","85","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Develop travel time port-to-port automated billing methodology with all customer rules","Developing SOW w/ Abstrakt. Estimated Jan implementation. ","Behind","90%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=86"">View Entries</a>","Pending finalization from Abstrakt","0","12/31/2025","12/31/2025",,,,,,,,,,,"Matt Throumoulos","0","86","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Develop systems strategy for additions and improvements to drive revenue/profit growth and customer engagement","Implementing Service Cloud (case management), several updates to mobile platform this month. Work plan for FS mobile (guided stpes for techs) See backlog list for full details. ","On Track","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=87"">View Entries</a>","Service cloud (cases) in place for IEG projects, just starting for OWE projects. Finalizing testing for field service by 3/31. 
                                             *Problem codes, skills, shifts, auto assignment TBD pending service cloud launch. ","0","12/31/2025","12/31/2025",,,,,,,,,,,"Matt Throumoulos","0","87","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Develop list of standard Field Service truck parts inventory along w/ inventory control process & replenishment ","11/24 Initial structure in place in SF, parts list 95%, look to implement in Dec. Waiting for Ritchie and Paige 11.24","Behind","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=88"">View Entries</a>","Parts project testing in place
","0","12/31/2025","1/31/2026",,,,,,,,,,,"Matt Throumoulos","0","88","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Build industry-best Tech Training program","Kyle training as needed","Behind","10%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=89"">View Entries</a>","Push to 1Q26; FL, GA, CO techs, new tech in IL. Expand to include horzontal balers / wire tiers w/ DD support","0","12/31/2025","3/31/2026",,,,,,,,,,,"Matt Throumoulos","0","89","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Determine geographies where we should deploy or acquire Techs ","FL expansion in progress; 2 positions posted to support WERS and Aldi","On Track","80%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=90"">View Entries</a>","New tech in FL, positions posted in CO / GA. ","0","12/31/2025","3/31/2026",,,,,,,,,,,"Matt Throumoulos","0","90","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Implement fleet maintenance program / asset utilization / capital needs ","Review program w/ Fleetworthy","Behind","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=91"">View Entries</a>","Low confidence in FW, Kyle is taking a look at Samsara offerings. Curtis hosted a meeting w/ Discount Tire last week to review their program.
","0","12/31/2025","1/5/2026",,,,,,,,,,,"Matt Throumoulos","0","91","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Improve field tech adoption rate for mobile app to 100% (excluding shop work)","All techs on FSM, implementing ""Work Plan"" guided steps 11/24 (update delayed)","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=92"">View Entries</a>","All techs and installers on field service; ongoing coaching as needed. ","0","12/31/2025","12/31/2025",,,,,,,,,,,"Matt Throumoulos","0","92","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Integrate install process into salesforce (survey, site readiness, customer pre-work, IEG prep, site install)","Install project team in place; Case management feature roll out Nov","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=93"">View Entries</a>","Cases implemented w/ install team","0","12/31/2025","12/31/2025",,,,,,,,,,,"Matt Throumoulos","0","93","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Develop process/best practices for integration of new business from M&A activities","Process implementation w/ WERS; modeling current structure for shop, field & back office","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=94"">View Entries</a>","WERS Team fully in Salesforce as of 2/1/26","0","12/31/2025","12/31/2025",,,,,,,,,,,"Matt Throumoulos","0","94","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","1","Evaluate profitability of Locations and Revenue Segments in each","Consolidation project for TX, AZ, WA shops in progress","Completed","90%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=95"">View Entries</a>","AZ Shop planned closure 2/28;  Bryan shop exit date? ","0","12/31/2025","12/31/2025",,,,,,,,,,,"Matt Throumoulos","0","95","Chad Abrahamson","Matt Throumoulos"
"Initiative","Brian Beth","Paul Reidy","Olympic","BOD","1","Wire Tier and Parts Program","NDA is executed. Next steps meeting 12/4/25 and we have a draft agreement.","Blocked","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=96"">View Entries</a>","Hire John Bagley and redefine IF we want to have and sell a Wire Tier unit.","1","12/31/2025","1/1/2026","3/31/2026",,,,"$0",,"$0",,,,"Joe Stodola","0","96","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Paul Reidy","All Facilities","BOD","1","Employee Engagement Team","Newsletter - Holiday event planning","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=97"">View Entries</a>",,"0","12/31/2025","12/31/2025",,,,,,,,,,,"Paul Reidy","0","97","Chad Abrahamson","Paul Reidy"
"Initiative","Chad Abrahamson","Curt Conley","IEG Service","BOD","1","National/Regional Forklift Rental Contract","Review the fork lift rental history with Service to determine if we can set-up a national agreement to help reduce costs and make us more competetive with Installs","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=98"">View Entries</a>",,"0","11/1/2025","12/31/2025",,"12/5/2025",,,,,,,,,"Curt Conley","3","98","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Ty Rhoad","All Facilities","BOD","1","Strategic Plans","Parts Team '26 Strat Plans completed
","Completed","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=99"">View Entries</a>",,"0","12/31/2025","4/1/2026",,,,,,,,,,,"Ty Rhoad","0","99","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Mike Deckard","Midland","BOD","1","Hire Sales Manager - Midland Chutes","Ty is interviewing candidates for the VP Systems role. Once that role is in place, search for my replacement will commence. ","Not Started","0%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=100"">View Entries</a>",,"0","12/31/2025","8/29/2025",,,,,,,,,,,"Mike Deckard","0","100","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Mike Deckard","Midland","BOD","1","Complete E-Commerce Site","Finalizing pricing tiers and making adjustments on impact of steel and aluminum for door prices. Will need to establish a priority list for photography and update as we go.","Behind","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=101"">View Entries</a>",,"0","12/31/2025","12/31/2025","3/27/2026",,,,,,,,,,"Mike Deckard","0","101","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Mike Deckard","Midland","BOD","1","Compaction Equipment WD Support","Working with each WD to secure Compaction Equipment and replacement parts business. Chute Systems agreed to switch from Marathon to MidPak4 and MidSort2 once they have exhausted supply. Also, committed to our Odor Control from PIIAN. Will provide an update by WD regarding CE going forward","Not Started","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=102"">View Entries</a>",,"0","12/31/2025","3/1/2026","2/27/2026",,,,,,,,,,"Mike Deckard","0","102","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Mike Deckard","Midland","BOD","1","Pricing Strategy","Having discussions with each WD to better understand market conditions as related to competitive activity, competitive pricing movements as well as economic climate effecting their customers business. Will provide a monthly update by account.","On Track","15%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=103"">View Entries</a>",,"0","12/31/2025","3/1/2026","2/27/2026",,,,,,,,,,"Mike Deckard","0","103","Chad Abrahamson","Chad Abrahamson"
